Finf,Fnoninf,subj,prob
1.0,1.0,0.0,2.1972245773362196
1.0,0.0,0.0,2.313634929180631
2.0,1.0,0.0,-0.8001193001121131
0.0,0.0,0.0,1.3862943611198908
3.0,3.0,0.0,-1.4500101755059984
2.0,0.0,0.0,0.6632942174102643
0.0,1.0,0.0,1.5163474893680882
0.0,3.0,0.0,1.3862943611198908
3.0,0.0,0.0,-0.7081850579244856
2.0,3.0,0.0,-0.9444616088408512
3.0,2.0,0.0,-1.0459685551826876
1.0,2.0,0.0,2.442347035369205
3.0,1.0,0.0,-2.4423470353692043
1.0,3.0,0.0,3.4760986898352724
2.0,2.0,0.0,-0.8472978603872036
0.0,2.0,0.0,2.0907410969337694
0.0,0.0,1.0,0.9946225751440619
1.0,2.0,1.0,-0.6190392084062235
1.0,3.0,1.0,0.08004270767353656
3.0,3.0,1.0,-0.6190392084062235
0.0,2.0,1.0,0.2818511521409875
1.0,1.0,1.0,0.708185057924486
2.0,1.0,1.0,0.24116205681688824
2.0,2.0,1.0,-1.1526795099383855
3.0,0.0,1.0,-0.4473122180436648
2.0,0.0,1.0,-0.5322168137473082
3.0,2.0,1.0,-1.5163474893680886
0.0,1.0,1.0,2.442347035369205
2.0,3.0,1.0,-0.4895482253187058
3.0,1.0,1.0,-0.4054651081081643
0.0,3.0,1.0,1.4500101755059986
1.0,0.0,1.0,0.2818511521409875
1.0,1.0,2.0,0.8001193001121129
1.0,0.0,2.0,1.0986122886681098
2.0,2.0,2.0,-4.59511985013459
2.0,0.0,2.0,0.708185057924486
0.0,3.0,2.0,3.4760986898352724
3.0,3.0,2.0,-1.8152899666382492
1.0,3.0,2.0,0.708185057924486
1.0,2.0,2.0,0.16034265007517948
0.0,2.0,2.0,1.3862943611198908
3.0,1.0,2.0,0.8001193001121129
0.0,0.0,2.0,2.313634929180631
2.0,1.0,2.0,0.9444616088408513
3.0,0.0,2.0,-1.1526795099383855
2.0,3.0,2.0,-2.9444389791664403
0.0,1.0,2.0,1.900958761193047
3.0,2.0,2.0,0.2006706954621514
1.0,0.0,3.0,0.9946225751440619
0.0,1.0,3.0,3.8918202981106256
2.0,1.0,3.0,0.6190392084062236
3.0,0.0,3.0,0.16034265007517948
3.0,2.0,3.0,0.12014431184206341
0.0,3.0,3.0,0.08004270767353656
1.0,2.0,3.0,0.7537718023763803
2.0,2.0,3.0,-0.7081850579244856
1.0,3.0,3.0,0.8953840470548413
0.0,0.0,3.0,1.6582280766035322
2.0,0.0,3.0,0.16034265007517948
0.0,2.0,3.0,0.7537718023763803
3.0,3.0,3.0,-0.4054651081081643
1.0,1.0,3.0,2.313634929180631
2.0,3.0,3.0,-2.197224577336219
3.0,1.0,3.0,1.7346010553881064
2.0,0.0,4.0,-2.197224577336219
1.0,2.0,4.0,0.32277339226305085
1.0,3.0,4.0,-0.20067069546215124
2.0,1.0,4.0,-0.6190392084062235
2.0,2.0,4.0,-0.4054651081081643
0.0,3.0,4.0,0.16034265007517948
3.0,1.0,4.0,0.2006706954621514
0.0,2.0,4.0,0.12014431184206341
2.0,3.0,4.0,-0.16034265007517937
3.0,2.0,4.0,0.2006706954621514
1.0,1.0,4.0,-0.3227733922630512
1.0,0.0,4.0,0.12014431184206341
0.0,1.0,4.0,0.2006706954621514
3.0,3.0,4.0,0.2818511521409875
3.0,0.0,4.0,3.8918202981106256
0.0,0.0,4.0,1.0459685551826876
1.0,2.0,5.0,0.4054651081081642
3.0,0.0,5.0,1.2083112059245342
3.0,1.0,5.0,0.4895482253187058
2.0,2.0,5.0,-0.5753641449035618
0.0,3.0,5.0,0.24116205681688824
0.0,1.0,5.0,0.4054651081081642
0.0,2.0,5.0,-0.5322168137473082
1.0,3.0,5.0,-0.4054651081081643
1.0,1.0,5.0,0.32277339226305085
2.0,3.0,5.0,-0.4473122180436648
2.0,1.0,5.0,0.0
3.0,3.0,5.0,-0.2818511521409879
2.0,0.0,5.0,0.08004270767353656
3.0,2.0,5.0,-0.2818511521409879
1.0,0.0,5.0,2.0907410969337694
0.0,0.0,5.0,1.265666373331276
0.0,0.0,6.0,1.3862943611198908
2.0,2.0,6.0,0.3639653772014115
0.0,3.0,6.0,2.0907410969337694
2.0,3.0,6.0,0.8001193001121129
1.0,2.0,6.0,3.4760986898352724
1.0,3.0,6.0,3.178053830347945
0.0,1.0,6.0,0.9946225751440619
3.0,1.0,6.0,0.4895482253187058
3.0,2.0,6.0,-0.5753641449035618
1.0,1.0,6.0,3.8918202981106256
3.0,3.0,6.0,-0.4054651081081643
2.0,1.0,6.0,0.0
0.0,2.0,6.0,-2.3136349291806306
2.0,0.0,6.0,-1.2656663733312759
3.0,0.0,6.0,-0.4054651081081643
1.0,0.0,6.0,1.3862943611198908
1.0,1.0,7.0,-0.6190392084062235
2.0,1.0,7.0,1.6582280766035322
0.0,2.0,7.0,0.32277339226305085
0.0,0.0,7.0,0.9946225751440619
3.0,2.0,7.0,-0.6190392084062235
2.0,0.0,7.0,-1.0986122886681098
2.0,3.0,7.0,-2.3136349291806306
3.0,0.0,7.0,1.1526795099383855
0.0,3.0,7.0,1.5856272637403817
1.0,0.0,7.0,0.8001193001121129
2.0,2.0,7.0,-0.7537718023763801
1.0,2.0,7.0,1.815289966638249
3.0,3.0,7.0,-1.8152899666382492
1.0,3.0,7.0,-1.3249254147435987
0.0,1.0,7.0,0.6632942174102643
3.0,1.0,7.0,0.24116205681688824
0.0,3.0,8.0,0.3639653772014115
2.0,3.0,8.0,-1.3862943611198906
1.0,1.0,8.0,0.7537718023763803
1.0,2.0,8.0,-0.4054651081081643
0.0,0.0,8.0,0.4054651081081642
0.0,1.0,8.0,0.8472978603872034
2.0,2.0,8.0,-1.3862943611198906
2.0,0.0,8.0,-4.59511985013459
1.0,0.0,8.0,2.0907410969337694
2.0,1.0,8.0,2.1972245773362196
3.0,0.0,8.0,0.9444616088408513
3.0,1.0,8.0,0.4054651081081642
1.0,3.0,8.0,1.3862943611198908
3.0,3.0,8.0,0.708185057924486
0.0,2.0,8.0,-1.900958761193047
3.0,2.0,8.0,-1.0459685551826876
0.0,0.0,9.0,1.0986122886681098
1.0,3.0,9.0,-0.0800427076735365
2.0,2.0,9.0,-0.04000533461369925
2.0,0.0,9.0,0.6632942174102643
0.0,2.0,9.0,-0.663294217410264
3.0,3.0,9.0,0.2818511521409875
1.0,2.0,9.0,-0.0800427076735365
1.0,0.0,9.0,0.2818511521409875
1.0,1.0,9.0,0.6632942174102643
3.0,2.0,9.0,-0.20067069546215124
0.0,3.0,9.0,-0.2411620568168881
3.0,0.0,9.0,1.3862943611198908
2.0,3.0,9.0,-0.4054651081081643
3.0,1.0,9.0,1.1526795099383855
2.0,1.0,9.0,0.6190392084062236
0.0,1.0,9.0,0.8472978603872034
3.0,0.0,10.0,0.708185057924486
1.0,3.0,10.0,-0.7081850579244856
1.0,1.0,10.0,0.8001193001121129
2.0,0.0,10.0,-1.0459685551826876
0.0,3.0,10.0,0.32277339226305085
0.0,1.0,10.0,0.8001193001121129
0.0,0.0,10.0,0.5322168137473082
2.0,1.0,10.0,1.3862943611198908
2.0,3.0,10.0,-1.5163474893680886
3.0,2.0,10.0,0.5753641449035619
3.0,3.0,10.0,0.08004270767353656
2.0,2.0,10.0,0.12014431184206341
0.0,2.0,10.0,0.4895482253187058
1.0,2.0,10.0,0.12014431184206341
3.0,1.0,10.0,0.8001193001121129
1.0,0.0,10.0,2.5866893440979433
0.0,3.0,11.0,1.3862943611198908
3.0,0.0,11.0,-1.3862943611198906
2.0,1.0,11.0,0.8472978603872034
1.0,3.0,11.0,0.5753641449035619
0.0,1.0,11.0,1.4500101755059986
1.0,0.0,11.0,0.0
2.0,2.0,11.0,0.24116205681688824
2.0,3.0,11.0,0.4054651081081642
1.0,2.0,11.0,0.4054651081081642
3.0,1.0,11.0,0.8001193001121129
2.0,0.0,11.0,-0.3639653772014119
1.0,1.0,11.0,2.313634929180631
3.0,3.0,11.0,-1.3862943611198906
0.0,0.0,11.0,-0.4054651081081643
0.0,2.0,11.0,-0.4054651081081643
3.0,2.0,11.0,-2.3136349291806306
0.0,0.0,12.0,2.1972245773362196
3.0,2.0,12.0,0.8472978603872034
2.0,3.0,12.0,0.32277339226305085
1.0,2.0,12.0,0.0
0.0,2.0,12.0,-0.4473122180436648
1.0,3.0,12.0,-0.9444616088408512
0.0,1.0,12.0,0.8953840470548413
0.0,3.0,12.0,0.4054651081081642
3.0,1.0,12.0,0.9946225751440619
2.0,1.0,12.0,0.5753641449035619
2.0,0.0,12.0,1.3249254147435987
3.0,3.0,12.0,0.0
1.0,0.0,12.0,4.595119850134589
2.0,2.0,12.0,0.3639653772014115
1.0,1.0,12.0,-3.1780538303479453
3.0,0.0,12.0,0.8001193001121129
3.0,2.0,13.0,-1.5856272637403817
1.0,3.0,13.0,-0.663294217410264
3.0,0.0,13.0,-0.0800427076735365
0.0,0.0,13.0,0.040005334613699206
0.0,3.0,13.0,0.16034265007517948
1.0,2.0,13.0,-0.3227733922630512
2.0,3.0,13.0,-0.8001193001121131
3.0,3.0,13.0,-1.0459685551826876
1.0,0.0,13.0,-0.8472978603872036
0.0,1.0,13.0,3.8918202981106256
2.0,2.0,13.0,-0.0800427076735365
2.0,1.0,13.0,0.040005334613699206
2.0,0.0,13.0,0.16034265007517948
3.0,1.0,13.0,-0.7537718023763801
0.0,2.0,13.0,0.040005334613699206
1.0,1.0,13.0,-0.4473122180436648
1.0,3.0,14.0,0.24116205681688824
0.0,3.0,14.0,0.4054651081081642
2.0,1.0,14.0,1.3249254147435987
2.0,3.0,14.0,-3.8918202981106265
0.0,2.0,14.0,0.4054651081081642
3.0,1.0,14.0,2.313634929180631
1.0,2.0,14.0,0.4054651081081642
3.0,2.0,14.0,0.3639653772014115
2.0,0.0,14.0,-1.4500101755059984
1.0,1.0,14.0,2.313634929180631
2.0,2.0,14.0,-2.751535313041949
3.0,3.0,14.0,0.12014431184206341
3.0,0.0,14.0,0.24116205681688824
1.0,0.0,14.0,0.3639653772014115
0.0,0.0,14.0,0.7537718023763803
0.0,1.0,14.0,2.442347035369205
3.0,3.0,15.0,0.6190392084062236
1.0,0.0,15.0,0.5753641449035619
2.0,0.0,15.0,0.16034265007517948
0.0,0.0,15.0,-0.0800427076735365
0.0,1.0,15.0,2.313634929180631
3.0,2.0,15.0,-0.7081850579244856
1.0,3.0,15.0,-0.2818511521409879
2.0,2.0,15.0,-0.0800427076735365
0.0,2.0,15.0,0.0
3.0,0.0,15.0,-0.16034265007517937
2.0,3.0,15.0,0.8472978603872034
1.0,1.0,15.0,-0.12014431184206334
1.0,2.0,15.0,-0.4054651081081643
3.0,1.0,15.0,-0.4473122180436648
0.0,3.0,15.0,0.6632942174102643
2.0,1.0,15.0,4.595119850134589
3.0,2.0,16.0,-2.197224577336219
0.0,1.0,16.0,0.8472978603872034
2.0,3.0,16.0,0.0
3.0,1.0,16.0,1.1526795099383855
2.0,0.0,16.0,0.0
1.0,3.0,16.0,1.0459685551826876
3.0,0.0,16.0,0.2818511521409875
0.0,2.0,16.0,0.9946225751440619
0.0,3.0,16.0,1.3862943611198908
3.0,3.0,16.0,0.12014431184206341
2.0,1.0,16.0,-0.4054651081081643
1.0,0.0,16.0,1.3862943611198908
2.0,2.0,16.0,-1.3862943611198906
1.0,2.0,16.0,1.3862943611198908
1.0,1.0,16.0,0.24116205681688824
0.0,0.0,16.0,0.8472978603872034
1.0,0.0,17.0,0.7537718023763803
2.0,2.0,17.0,-0.5322168137473082
3.0,1.0,17.0,1.2083112059245342
2.0,1.0,17.0,0.0
1.0,1.0,17.0,1.900958761193047
1.0,2.0,17.0,0.8001193001121129
0.0,2.0,17.0,1.0459685551826876
3.0,0.0,17.0,0.4054651081081642
2.0,3.0,17.0,-0.4473122180436648
0.0,0.0,17.0,3.4760986898352724
3.0,2.0,17.0,0.8001193001121129
0.0,1.0,17.0,1.3862943611198908
2.0,0.0,17.0,-0.2411620568168881
1.0,3.0,17.0,0.4895482253187058
0.0,3.0,17.0,1.1526795099383855
3.0,3.0,17.0,0.2006706954621514
1.0,1.0,18.0,-0.8953840470548413
