trial,dWAIC,subj
0.0,-0.0058196368627250195,3639.0
0.0,0.0008315063314512372,8397.0
0.0,0.004144322476349771,8345.0
0.0,0.0036305893445387483,979.0
0.0,-0.004676557844504714,953.0
0.0,0.005020203301683068,3132.0
0.0,0.00479294138494879,3843.0
0.0,0.005807598005048931,2422.0
0.0,0.0050580850802361965,6687.0
0.0,-0.0031320072012022138,7001.0
0.0,0.0014300437178462744,2888.0
0.0,-0.003424433176405728,5539.0
0.0,0.00420380721334368,7919.0
0.0,0.0,520.0
0.0,-0.002397649921476841,2521.0
0.0,0.0,6800.0
0.0,0.00747457635588944,7262.0
0.0,-0.0029494449263438582,877.0
0.0,-0.0021914015524089336,5902.0
0.0,0.0,99.0
0.0,0.0,8029.0
0.0,0.006570009398274124,4372.0
0.0,0.0,9642.0
0.0,0.0,9873.0
0.0,0.0015768762677907944,4563.0
0.0,-0.0032593394862487912,6474.0
0.0,0.0016351817175745964,6675.0
0.0,0.004577419487759471,7802.0
0.0,-0.0017939723329618573,7430.0
0.0,-0.008272629231214523,1861.0
0.0,0.001249105902388692,7790.0
0.0,0.0,959.0
0.0,-0.010214282665401697,768.0
0.0,0.0050831049447879195,3274.0
0.0,0.00335035752505064,7416.0
0.0,0.0024425326846539974,2769.0
0.0,0.0,6527.0
0.0,-0.002381608006544411,752.0
0.0,-0.006473628920502961,3924.0
0.0,0.0030149485683068633,9039.0
0.0,0.0,8962.0
0.0,0.0042037899838760495,8626.0
0.0,0.004174470552243292,8390.0
0.0,-0.00440251047257334,3589.0
0.0,-0.008147809887304902,4797.0
0.0,0.007433669059537351,3744.0
0.0,-0.00866606563795358,7522.0
0.0,0.00583520985674113,1346.0
0.0,0.006818422582000494,8415.0
0.0,0.0,6175.0
0.0,0.0,5481.0
0.0,0.006230972707271576,9480.0
0.0,-0.003232623217627406,950.0
0.0,-0.010611953097395599,6890.0
0.0,-0.007113290601409972,6112.0
0.0,-0.004057018551975489,6649.0
0.0,0.0,5757.0
0.0078125,0.11740960157476366,3639.0
0.0078125,-0.0006545699434354901,8397.0
0.0078125,-0.007715777377597988,8345.0
0.0078125,0.01573077915236354,979.0
0.0078125,0.043097771937027574,953.0
0.0078125,0.017586228670552373,3132.0
0.0078125,0.005927014863118529,3843.0
0.0078125,-0.0025385416811332107,2422.0
0.0078125,0.010871450416743755,6687.0
0.0078125,-0.2203192856395617,7001.0
0.0078125,0.0014300437178462744,2888.0
0.0078125,0.10811268375255167,5539.0
0.0078125,0.012112671509385109,7919.0
0.0078125,0.0051939248805865645,520.0
0.0078125,0.0026080379029735923,2521.0
0.0078125,-0.0053715716348961,6800.0
0.0078125,-0.2501176632940769,7262.0
0.0078125,0.09609055996406823,877.0
0.0078125,-0.05924132186919451,5902.0
0.0078125,-0.008527391823008657,99.0
0.0078125,0.011467202566564083,8029.0
0.0078125,0.008475779555737972,4372.0
0.0078125,0.0038316010031849146,9642.0
0.0078125,-0.0021765725687146187,9873.0
0.0078125,0.20613367960322648,4563.0
0.0078125,-0.11562205001246184,6474.0
0.0078125,0.13222790323197842,6675.0
0.0078125,-0.04771610826719552,7802.0
0.0078125,0.003941366099752486,7430.0
0.0078125,-0.09654988395050168,1861.0
0.0078125,-0.036486809607595205,7790.0
0.0078125,-0.003876151633448899,959.0
0.0078125,-0.010214282665401697,768.0
0.0078125,0.0050831049447879195,3274.0
0.0078125,-0.01701013487763703,7416.0
0.0078125,-0.0004756413400173187,2769.0
0.0078125,0.006742529687471688,6527.0
0.0078125,-0.0034066045191138983,752.0
0.0078125,0.031172623741440475,3924.0
0.0078125,0.05212592985481024,9039.0
0.0078125,0.0034077761229127645,8962.0
0.0078125,0.05470905406400561,8626.0
0.0078125,-0.0555145931430161,8390.0
0.0078125,6.978411693125963e-05,3589.0
0.0078125,0.011921848636120558,4797.0
0.0078125,0.1088215324562043,3744.0
0.0078125,0.03523074719123542,7522.0
0.0078125,-0.004385982523672283,1346.0
0.0078125,-0.11855186172761023,8415.0
0.0078125,0.007290489855222404,6175.0
0.0078125,0.001520273624919355,5481.0
0.0078125,-0.002927986322902143,9480.0
0.0078125,0.01622035086620599,950.0
0.0078125,0.021483817021362484,6890.0
0.0078125,0.015095476526767015,6112.0
0.0078125,-0.20705741352867335,6649.0
0.0078125,0.004952465416863561,5757.0
0.015625,-0.3034223587019369,3639.0
0.015625,0.11107481527142227,8397.0
0.015625,-0.08074602263513952,8345.0
0.015625,-0.0058186742244288325,979.0
0.015625,-0.06636539939790964,953.0
0.015625,-0.023580086650326848,3132.0
0.015625,0.11646334803663194,3843.0
0.015625,0.007122843409888446,2422.0
0.015625,0.09484134754166007,6687.0
0.015625,-0.12101222574710846,7001.0
0.015625,0.0631819146219641,2888.0
0.015625,-0.009924206999130547,5539.0
0.015625,0.07492179237306118,7919.0
0.015625,-0.06448218342848122,520.0
0.015625,-0.24791780766099691,2521.0
0.015625,-0.0053715716348961,6800.0
0.015625,0.15588601492345333,7262.0
0.015625,-0.025647598318755627,877.0
0.015625,1.8928898498415947e-05,5902.0
0.015625,-0.20205474842805415,99.0
0.015625,-0.018069082405418158,8029.0
0.015625,0.17539887689054012,4372.0
0.015625,0.0938042103080079,9642.0
0.015625,0.036703532678075135,9873.0
0.015625,0.020229535875841975,4563.0
0.015625,0.07431852724403143,6474.0
0.015625,0.5273527064127848,6675.0
0.015625,0.1217971647856757,7802.0
0.015625,0.0562857452314347,7430.0
0.015625,0.02538173645734787,1861.0
0.015625,0.05519459105562419,7790.0
0.015625,0.014807830331847072,959.0
0.015625,-0.07135015167295933,768.0
0.015625,-0.1083978007081896,3274.0
0.015625,-0.04022830678150058,7416.0
0.015625,0.011895937845110893,2769.0
0.015625,0.01582023478113115,6527.0
0.015625,0.11383067851420492,752.0
0.015625,-0.01884905935730785,3924.0
0.015625,-0.024323536781594157,9039.0
0.015625,0.1855628228513524,8962.0
0.015625,-0.06654668040573597,8626.0
0.015625,0.01342074922285974,8390.0
0.015625,-0.004103573621250689,3589.0
0.015625,0.3667287044227123,4797.0
0.015625,0.0720037727151066,3744.0
0.015625,0.22046266729012132,7522.0
0.015625,-0.042920563952066004,1346.0
0.015625,-0.08793023321777582,8415.0
0.015625,0.04797743901144713,6175.0
0.015625,0.22883866680786014,5481.0
0.015625,0.049948451574891806,9480.0
0.015625,0.006077414029277861,950.0
0.015625,0.05147964379284531,6890.0
0.015625,-0.05568399839103222,6112.0
0.015625,-0.19858292117714882,6649.0
0.015625,0.11802090832497925,5757.0
0.0234375,0.10882022231817245,3639.0
0.0234375,0.25960937433410436,8397.0
0.0234375,0.014274286106228828,8345.0
0.0234375,0.021257110056467354,979.0
0.0234375,0.029830837156623602,953.0
0.0234375,-0.05772645561955869,3132.0
0.0234375,0.32398145948536694,3843.0
0.0234375,0.06690812506712973,2422.0
0.0234375,0.05960366374347359,6687.0
0.0234375,-0.0989519115537405,7001.0
0.0234375,-0.03949678549543023,2888.0
0.0234375,-0.2122045261785388,5539.0
0.0234375,-0.12370120675768703,7919.0
0.0234375,0.24581427045632154,520.0
0.0234375,-0.3110843193717301,2521.0
0.0234375,0.09614702931139618,6800.0
0.0234375,1.1285049673169851,7262.0
0.0234375,-0.0365410097874701,877.0
0.0234375,-0.14009095914661884,5902.0
0.0234375,-0.20777028717566282,99.0
0.0234375,-0.0488564339466393,8029.0
0.0234375,-0.3082307898439467,4372.0
0.0234375,0.057670940295793116,9642.0
0.0234375,0.09044435154646635,9873.0
0.0234375,0.00040423183236271143,4563.0
0.0234375,0.0948429461568594,6474.0
0.0234375,0.5225304171908647,6675.0
0.0234375,-0.3622729815542698,7802.0
0.0234375,0.0023206439800560474,7430.0
0.0234375,0.10875278688035905,1861.0
0.0234375,-0.10549488826654851,7790.0
0.0234375,0.0073631423292681575,959.0
0.0234375,0.0037190113216638565,768.0
0.0234375,-0.06718053668737411,3274.0
0.0234375,0.12047590548172593,7416.0
0.0234375,-0.013542485190555453,2769.0
0.0234375,-0.015165010700002313,6527.0
0.0234375,-0.006958200014196336,752.0
0.0234375,0.016982083790935576,3924.0
0.0234375,-0.03154098894447088,9039.0
0.0234375,-0.147977587999776,8962.0
0.0234375,-0.09948870912194252,8626.0
0.0234375,-0.03917877562344074,8390.0
0.0234375,0.060317302122712135,3589.0
0.0234375,-0.338339664041996,4797.0
0.0234375,0.025479258270934224,3744.0
0.0234375,0.035020892042666674,7522.0
0.0234375,-0.22956880100537091,1346.0
0.0234375,0.017432266264222562,8415.0
0.0234375,-0.0004956721095368266,6175.0
0.0234375,0.18238889577332884,5481.0
0.0234375,-0.015721601783297956,9480.0
0.0234375,0.12903836206533015,950.0
0.0234375,0.007204837282188237,6890.0
0.0234375,-0.07957200915552676,6112.0
0.0234375,0.32505305018275976,6649.0
0.0234375,-0.021258563152514398,5757.0
0.03125,0.19126682775095105,3639.0
0.03125,-0.034091759589500725,8397.0
0.03125,-0.014844268443994224,8345.0
0.03125,0.036122565739788115,979.0
0.03125,0.07277558627538383,953.0
0.03125,0.1689729526406154,3132.0
0.03125,-0.013875891454517841,3843.0
0.03125,0.05256126564927399,2422.0
0.03125,-0.09303649375215173,6687.0
0.03125,-0.25857597740832716,7001.0
0.03125,-0.39378232043236494,2888.0
0.03125,-0.18385577760636806,5539.0
0.03125,-0.0771598257124424,7919.0
0.03125,-0.06372042652219534,520.0
0.03125,0.008477522060275078,2521.0
0.03125,-0.09690887329634279,6800.0
0.03125,0.18376881629228592,7262.0
0.03125,0.0857185471104458,877.0
0.03125,0.14806769788265228,5902.0
0.03125,-0.0050181380938738585,99.0
0.03125,0.1648582702036947,8029.0
0.03125,0.004677555523812771,4372.0
0.03125,0.1304136961698532,9642.0
0.03125,0.022794259595684707,9873.0
0.03125,0.0650626712013036,4563.0
0.03125,0.5619277153164148,6474.0
0.03125,0.22084294073283672,6675.0
0.03125,0.04894331097602844,7802.0
0.03125,0.010985283181071281,7430.0
0.03125,-0.05313482042402029,1861.0
0.03125,0.0878399966750294,7790.0
0.03125,-0.020747457048855722,959.0
0.03125,-0.18558036535978317,768.0
0.03125,-0.32701784931123257,3274.0
0.03125,-0.17481606639921665,7416.0
0.03125,0.003338172915391624,2769.0
0.03125,-0.21538352966308594,6527.0
0.03125,-0.0738481426378712,752.0
0.03125,-0.011739039793610573,3924.0
0.03125,-0.16960770334117115,9039.0
0.03125,-0.01837368041742593,8962.0
0.03125,-0.10075220884755254,8626.0
0.03125,0.06411795597523451,8390.0
0.03125,-0.24356419791001827,3589.0
0.03125,0.3387678577564657,4797.0
0.03125,-0.20190123608335853,3744.0
0.03125,-0.13243856490589678,7522.0
0.03125,-0.14947862003464252,1346.0
0.03125,-0.000889191753230989,8415.0
0.03125,-0.10851188038941473,6175.0
0.03125,-0.020770044066011906,5481.0
0.03125,-0.2452578297816217,9480.0
0.03125,0.09415638842619956,950.0
0.03125,0.027030296507291496,6890.0
0.03125,0.05418250150978565,6112.0
0.03125,0.021750797051936388,6649.0
0.03125,-0.1360072154784575,5757.0
0.0390625,-0.010693399235606194,3639.0
0.0390625,0.05091919330880046,8397.0
0.0390625,-0.4171535223722458,8345.0
0.0390625,0.014147244626656175,979.0
0.0390625,-0.044767523650079966,953.0
0.0390625,0.2598976066801697,3132.0
0.0390625,-0.23559961281716824,3843.0
