pFinf,pFnoninf,pO,subj,bout,prob
-0.8472978603872034,0.6190392084062236,-2.197224577336219,3639.0,0.0,0.4054651081081642
-0.8472978603872034,0.8472978603872034,2.1972245773362196,3639.0,0.0,0.4054651081081642
0.6190392084062236,-0.8472978603872034,-2.197224577336219,3639.0,0.0,1.900958761193047
-0.20067069546215083,0.8472978603872034,0.8472978603872034,3639.0,0.0,-0.8001193001121131
0.8472978603872034,-0.8472978603872034,2.1972245773362196,3639.0,0.0,1.9924301646902063
0.8472978603872034,0.6190392084062236,2.1972245773362196,3639.0,0.0,2.313634929180631
-0.20067069546215083,-0.20067069546215083,-2.197224577336219,3639.0,0.0,-1.2083112059245342
-0.8472978603872034,-0.20067069546215083,-2.197224577336219,3639.0,0.0,0.4054651081081642
0.6190392084062236,0.8472978603872034,2.1972245773362196,3639.0,0.0,1.3862943611198908
0.8472978603872034,-0.20067069546215083,0.8472978603872034,3639.0,0.0,2.751535313041948
0.6190392084062236,-0.20067069546215083,2.1972245773362196,3639.0,0.0,1.3249254147435987
-0.20067069546215083,0.6190392084062236,2.1972245773362196,3639.0,0.0,-1.9924301646902063
0.8472978603872034,0.8472978603872034,-0.8472978603872036,3639.0,0.0,2.9444389791664394
-0.20067069546215083,-0.8472978603872034,-2.197224577336219,3639.0,0.0,-2.197224577336219
-0.8472978603872034,-0.8472978603872034,-2.197224577336219,3639.0,0.0,0.0
0.6190392084062236,0.6190392084062236,0.8472978603872034,3639.0,0.0,2.313634929180631
0.8472978603872034,-0.8472978603872034,2.1972245773362196,8397.0,0.0,-0.8953840470548413
-0.20067069546215083,0.8472978603872034,0.8472978603872034,8397.0,0.0,-1.3862943611198906
-0.8472978603872034,0.6190392084062236,-2.197224577336219,8397.0,0.0,0.708185057924486
0.6190392084062236,0.8472978603872034,2.1972245773362196,8397.0,0.0,1.4500101755059986
0.8472978603872034,0.8472978603872034,-0.8472978603872036,8397.0,0.0,0.8472978603872034
-0.20067069546215083,-0.8472978603872034,-2.197224577336219,8397.0,0.0,-1.6582280766035322
-0.8472978603872034,-0.20067069546215083,-2.197224577336219,8397.0,0.0,-0.04000533461369925
0.6190392084062236,0.6190392084062236,0.8472978603872034,8397.0,0.0,1.0986122886681098
0.6190392084062236,-0.20067069546215083,2.1972245773362196,8397.0,0.0,2.442347035369205
0.8472978603872034,-0.20067069546215083,0.8472978603872034,8397.0,0.0,1.3249254147435987
-0.8472978603872034,-0.8472978603872034,-2.197224577336219,8397.0,0.0,-0.04000533461369925
-0.20067069546215083,-0.20067069546215083,-2.197224577336219,8397.0,0.0,-1.2656663733312759
0.8472978603872034,0.6190392084062236,2.1972245773362196,8397.0,0.0,0.12014431184206341
-0.20067069546215083,0.6190392084062236,2.1972245773362196,8397.0,0.0,-0.9946225751440619
0.6190392084062236,-0.8472978603872034,-2.197224577336219,8397.0,0.0,0.8953840470548413
-0.8472978603872034,0.8472978603872034,2.1972245773362196,8397.0,0.0,-0.3639653772014119
-0.20067069546215083,-0.8472978603872034,-2.197224577336219,8345.0,0.0,-0.2818511521409879
0.6190392084062236,0.8472978603872034,2.1972245773362196,8345.0,0.0,2.0907410969337694
-0.8472978603872034,0.6190392084062236,-2.197224577336219,8345.0,0.0,-1.5856272637403817
0.8472978603872034,-0.20067069546215083,0.8472978603872034,8345.0,0.0,0.32277339226305085
0.6190392084062236,-0.8472978603872034,-2.197224577336219,8345.0,0.0,2.0907410969337694
-0.20067069546215083,0.8472978603872034,0.8472978603872034,8345.0,0.0,0.0
-0.20067069546215083,-0.20067069546215083,-2.197224577336219,8345.0,0.0,0.4895482253187058
-0.8472978603872034,0.8472978603872034,2.1972245773362196,8345.0,0.0,0.08004270767353656
0.8472978603872034,0.6190392084062236,2.1972245773362196,8345.0,0.0,0.16034265007517948
0.8472978603872034,-0.8472978603872034,2.1972245773362196,8345.0,0.0,0.08004270767353656
0.6190392084062236,-0.20067069546215083,2.1972245773362196,8345.0,0.0,0.8001193001121129
0.6190392084062236,0.6190392084062236,0.8472978603872034,8345.0,0.0,0.7537718023763803
-0.8472978603872034,-0.20067069546215083,-2.197224577336219,8345.0,0.0,-0.20067069546215124
0.8472978603872034,0.8472978603872034,-0.8472978603872036,8345.0,0.0,-0.5753641449035618
-0.8472978603872034,-0.8472978603872034,-2.197224577336219,8345.0,0.0,-1.8152899666382492
-0.20067069546215083,0.6190392084062236,2.1972245773362196,8345.0,0.0,-0.2818511521409879
-0.8472978603872034,0.6190392084062236,-2.197224577336219,979.0,0.0,0.0
-0.20067069546215083,-0.20067069546215083,-2.197224577336219,979.0,0.0,0.8472978603872034
0.6190392084062236,-0.20067069546215083,2.1972245773362196,979.0,0.0,0.0
-0.8472978603872034,-0.20067069546215083,-2.197224577336219,979.0,0.0,0.8472978603872034
0.8472978603872034,0.6190392084062236,2.1972245773362196,979.0,0.0,1.3862943611198908
0.6190392084062236,0.6190392084062236,0.8472978603872034,979.0,0.0,1.0986122886681098
0.8472978603872034,-0.20067069546215083,0.8472978603872034,979.0,0.0,-1.1526795099383855
-0.20067069546215083,-0.8472978603872034,-2.197224577336219,979.0,0.0,2.442347035369205
0.8472978603872034,0.8472978603872034,-0.8472978603872036,979.0,0.0,2.313634929180631
-0.8472978603872034,-0.8472978603872034,-2.197224577336219,979.0,0.0,0.32277339226305085
0.6190392084062236,-0.8472978603872034,-2.197224577336219,979.0,0.0,0.8001193001121129
-0.8472978603872034,0.8472978603872034,2.1972245773362196,979.0,0.0,1.3862943611198908
0.8472978603872034,-0.8472978603872034,2.1972245773362196,979.0,0.0,-0.3639653772014119
-0.20067069546215083,0.6190392084062236,2.1972245773362196,979.0,0.0,1.900958761193047
